ID,Name,Venue,Date,Time,Style,Location,Borough,Price,Description,Tickets
45,New Chamber Ballet: Azalea,Mark Morris Dance Group,"November 21, 2025",7:30 PM,Ballet,Fort Greene,Brooklyn,$47,"New Chamber Ballet continues its 2025-2026 Season with an evening of five ballets by Miro Magloire to music by Elizabeth Gartman, Wong Foo Jeng, Ya-Lan Chan, Hyesun Sun Lee, and Didi Gu.

Choreographed in Magloire's signature, in-the-round style with the audience seated on all sides of the stage, the five works showcase original, new voices of musical expression. Commissioned by New Chamber Ballet over the past five years, they are presented on a single program for the first time.

A highlight of the evening will be the world premiere of Magloire's new ballet, to Didi Gu's Undercurrent for violin and piano.

Another highlight will be an excerpt of Vox, a ballet resulting from a multi-year collaboration with Elizabeth Gartman. The score for piano and violin is inspired by the mechanics of vocal music. ""Magloire's kinesthetic structures expanded in this work,""wrote Stephanie Boyd in a review on ICareIfYouListen.com, ""with dancers most often grouped in a set of two and a set of three, holding hands and weaving bodies and limbs so as to become a collective, new shape altogether.""

Also on the program is The Distance Between Bones, a daring duet premiered in 2023 to a violin-and-piano piece by Ya-Lan Chan. ""Magloire's choreography proved to be a searingly exquisite representation of the work's title, pairing these two dancers in such a way that their limbs combined and aligned at myriad angles throughout the ballet... The utter strength, teamwork, and grace on display in these demanding steps proved a visually stunning feat."" (Stephanie Boyd, ICareIfYouListen.com)

Fog, set to music by Hyesun Sun Lee and premiered earlier this year, interweaves dancers and musicians, with the former making sounds and the latter traveling through space, whimsically escaping the constraints of their art forms.

The evening will close with Azalea, a kaleidoscopic quintet to a score by Wong Foo Jeng, premiered in 2022, that draws its inspiration from the relation of action, space, and time.

""The all-female company of dancers presented a delightful and at times frankly stunning merging of music and Magloire's choreography... With the scores showcasing a wide range of minimalist sonic landscapes, the overall contemplative, earnest energy, and the eye-popping grace of these dancers, New Chamber Ballet invites audiences to relish a bounty of tensile beauty that the intimate-upcloseness of a small format allows."" (Stephanie Boyd, ICareIfYouListen.com)

All five scores were originally commissioned as part of the composition prize for dance co-sponsored by the Manhattan School of Music and New Chamber Ballet.

Performers include the dancers Anabel Alpert, Megan Foley, Nicole McGinnis, Amber Neff, Rachele Perla, and Kayla Schmitt; as well as Madeline Hocking (violin) and Melody Fader (piano).

""It's heartening to see work so focused on the meeting of dance and music."" -Alastair Macaulay, The New York Times",https://www.eventbrite.com/e/azalea-five-ballets-by-miro-magloire-tickets-1790226027239?aff=oddtdtcreator
46,New Chamber Ballet: Azalea,Mark Morris Dance Group,"November 22, 2025",7:30 PM,Ballet,Fort Greene,Brooklyn,$47,"New Chamber Ballet continues its 2025-2026 Season with an evening of five ballets by Miro Magloire to music by Elizabeth Gartman, Wong Foo Jeng, Ya-Lan Chan, Hyesun Sun Lee, and Didi Gu.

Choreographed in Magloire's signature, in-the-round style with the audience seated on all sides of the stage, the five works showcase original, new voices of musical expression. Commissioned by New Chamber Ballet over the past five years, they are presented on a single program for the first time.

A highlight of the evening will be the world premiere of Magloire's new ballet, to Didi Gu's Undercurrent for violin and piano.

Another highlight will be an excerpt of Vox, a ballet resulting from a multi-year collaboration with Elizabeth Gartman. The score for piano and violin is inspired by the mechanics of vocal music. ""Magloire's kinesthetic structures expanded in this work,""wrote Stephanie Boyd in a review on ICareIfYouListen.com, ""with dancers most often grouped in a set of two and a set of three, holding hands and weaving bodies and limbs so as to become a collective, new shape altogether.""

Also on the program is The Distance Between Bones, a daring duet premiered in 2023 to a violin-and-piano piece by Ya-Lan Chan. ""Magloire's choreography proved to be a searingly exquisite representation of the work's title, pairing these two dancers in such a way that their limbs combined and aligned at myriad angles throughout the ballet... The utter strength, teamwork, and grace on display in these demanding steps proved a visually stunning feat."" (Stephanie Boyd, ICareIfYouListen.com)

Fog, set to music by Hyesun Sun Lee and premiered earlier this year, interweaves dancers and musicians, with the former making sounds and the latter traveling through space, whimsically escaping the constraints of their art forms.

The evening will close with Azalea, a kaleidoscopic quintet to a score by Wong Foo Jeng, premiered in 2022, that draws its inspiration from the relation of action, space, and time.

""The all-female company of dancers presented a delightful and at times frankly stunning merging of music and Magloire's choreography... With the scores showcasing a wide range of minimalist sonic landscapes, the overall contemplative, earnest energy, and the eye-popping grace of these dancers, New Chamber Ballet invites audiences to relish a bounty of tensile beauty that the intimate-upcloseness of a small format allows."" (Stephanie Boyd, ICareIfYouListen.com)

All five scores were originally commissioned as part of the composition prize for dance co-sponsored by the Manhattan School of Music and New Chamber Ballet.

Performers include the dancers Anabel Alpert, Megan Foley, Nicole McGinnis, Amber Neff, Rachele Perla, and Kayla Schmitt; as well as Madeline Hocking (violin) and Melody Fader (piano).

""It's heartening to see work so focused on the meeting of dance and music."" -Alastair Macaulay, The New York Times",https://www.eventbrite.com/e/azalea-five-ballets-by-miro-magloire-tickets-1790226027239?aff=oddtdtcreator
47,Ogemdi Ude: MAJOR,New York Live Arts,"January 7, 2026",7:30 PM,Dance Theater,Chelsea,Manhattan,$28,"MAJOR is a dance theater project exploring the physicality, history, sociopolitics, and interiority of majorette dance, a form that originated in the American South within Historically Black Colleges and Universities in the 1960s. These Black femme teams accompanied by marching bands created a movement style that requires master showmanship with allegiance to count, undulation, groove, and sensual yet strong performativity. In MAJOR, six Black femmes embrace majorette form ,  a fundamental relic of Black girlhood ,  to pursue the intimate journey of returning to bodies they thought lost. Experiments in improvised and verbatim language intertwine with a music score that integrates Southern rap, horns, drumlines, and melodic R&B and soul by Lambkin. The Chord Archive is showcased alongside performances, a physical and digital documentation of the creative process and personal historical accounts from former majorette dancers. A fierce investigation of physical memory, sexuality, sensuality, and community, MAJOR is a nuanced love letter to the folks who taught the team how to be proudly Black and proudly femme.",https://newyorklivearts.my.salesforce-sites.com/ticket/#/instances/a0FVt00000DafLXMAZ
48,Ogemdi Ude: MAJOR,New York Live Arts,"January 8, 2026",7:30 PM,Dance Theater,Chelsea,Manhattan,$28,"MAJOR is a dance theater project exploring the physicality, history, sociopolitics, and interiority of majorette dance, a form that originated in the American South within Historically Black Colleges and Universities in the 1960s. These Black femme teams accompanied by marching bands created a movement style that requires master showmanship with allegiance to count, undulation, groove, and sensual yet strong performativity. In MAJOR, six Black femmes embrace majorette form ,  a fundamental relic of Black girlhood ,  to pursue the intimate journey of returning to bodies they thought lost. Experiments in improvised and verbatim language intertwine with a music score that integrates Southern rap, horns, drumlines, and melodic R&B and soul by Lambkin. The Chord Archive is showcased alongside performances, a physical and digital documentation of the creative process and personal historical accounts from former majorette dancers. A fierce investigation of physical memory, sexuality, sensuality, and community, MAJOR is a nuanced love letter to the folks who taught the team how to be proudly Black and proudly femme.",https://newyorklivearts.my.salesforce-sites.com/ticket/#/instances/a0FVt00000DatL3MAJ
49,Ogemdi Ude: MAJOR,New York Live Arts,"January 9, 2026",7:30 PM,Dance Theater,Chelsea,Manhattan,$28,"MAJOR is a dance theater project exploring the physicality, history, sociopolitics, and interiority of majorette dance, a form that originated in the American South within Historically Black Colleges and Universities in the 1960s. These Black femme teams accompanied by marching bands created a movement style that requires master showmanship with allegiance to count, undulation, groove, and sensual yet strong performativity. In MAJOR, six Black femmes embrace majorette form ,  a fundamental relic of Black girlhood ,  to pursue the intimate journey of returning to bodies they thought lost. Experiments in improvised and verbatim language intertwine with a music score that integrates Southern rap, horns, drumlines, and melodic R&B and soul by Lambkin. The Chord Archive is showcased alongside performances, a physical and digital documentation of the creative process and personal historical accounts from former majorette dancers. A fierce investigation of physical memory, sexuality, sensuality, and community, MAJOR is a nuanced love letter to the folks who taught the team how to be proudly Black and proudly femme.",https://newyorklivearts.my.salesforce-sites.com/ticket/#/instances/a0FVt00000DatMfMAJ
50,Ogemdi Ude: MAJOR,New York Live Arts,"January 10, 2026",12:00 PM,Dance Theater,Chelsea,Manhattan,$28,"MAJOR is a dance theater project exploring the physicality, history, sociopolitics, and interiority of majorette dance, a form that originated in the American South within Historically Black Colleges and Universities in the 1960s. These Black femme teams accompanied by marching bands created a movement style that requires master showmanship with allegiance to count, undulation, groove, and sensual yet strong performativity. In MAJOR, six Black femmes embrace majorette form ,  a fundamental relic of Black girlhood ,  to pursue the intimate journey of returning to bodies they thought lost. Experiments in improvised and verbatim language intertwine with a music score that integrates Southern rap, horns, drumlines, and melodic R&B and soul by Lambkin. The Chord Archive is showcased alongside performances, a physical and digital documentation of the creative process and personal historical accounts from former majorette dancers. A fierce investigation of physical memory, sexuality, sensuality, and community, MAJOR is a nuanced love letter to the folks who taught the team how to be proudly Black and proudly femme.",https://newyorklivearts.my.salesforce-sites.com/ticket/#/instances/a0FVt00000DauQnMAJ
51,Momix: Alice,The Joyce Theater,"December 16, 2025",7:30 PM,Acrobatic,Chelsea,Manhattan,$32,"In a swirl of illusion, acrobatics, magic, and whimsy, MOMIX sends audiences flying down the rabbit hole in Moses Pendleton's ALICE, inspired by Lewis Carroll's classic Alice in Wonderland. Join this dazzling company on a mind-bending adventure as Alice encounters time-honored characters, including the undulating Caterpillar, a lobster quadrille, frenzied White Rabbits, a mad Queen of Hearts, and a variety of other surprises.",https://shop.joyce.org/8173/8174
52,Momix: Alice,The Joyce Theater,"December 17, 2025",7:30 PM,Acrobatic,Chelsea,Manhattan,$32,"In a swirl of illusion, acrobatics, magic, and whimsy, MOMIX sends audiences flying down the rabbit hole in Moses Pendleton's ALICE, inspired by Lewis Carroll's classic Alice in Wonderland. Join this dazzling company on a mind-bending adventure as Alice encounters time-honored characters, including the undulating Caterpillar, a lobster quadrille, frenzied White Rabbits, a mad Queen of Hearts, and a variety of other surprises.",https://shop.joyce.org/8173/8175
53,Momix: Alice,The Joyce Theater,"December 18, 2025",7:30 PM,Acrobatic,Chelsea,Manhattan,$32,"In a swirl of illusion, acrobatics, magic, and whimsy, MOMIX sends audiences flying down the rabbit hole in Moses Pendleton's ALICE, inspired by Lewis Carroll's classic Alice in Wonderland. Join this dazzling company on a mind-bending adventure as Alice encounters time-honored characters, including the undulating Caterpillar, a lobster quadrille, frenzied White Rabbits, a mad Queen of Hearts, and a variety of other surprises.",https://shop.joyce.org/8173/8176
54,Momix: Alice,The Joyce Theater,"December 19, 2025",7:30 PM,Acrobatic,Chelsea,Manhattan,$32,"In a swirl of illusion, acrobatics, magic, and whimsy, MOMIX sends audiences flying down the rabbit hole in Moses Pendleton's ALICE, inspired by Lewis Carroll's classic Alice in Wonderland. Join this dazzling company on a mind-bending adventure as Alice encounters time-honored characters, including the undulating Caterpillar, a lobster quadrille, frenzied White Rabbits, a mad Queen of Hearts, and a variety of other surprises.",https://shop.joyce.org/8173/8177
55,Momix: Alice,The Joyce Theater,"December 20, 2025",2:00 PM,Acrobatic,Chelsea,Manhattan,$32,"In a swirl of illusion, acrobatics, magic, and whimsy, MOMIX sends audiences flying down the rabbit hole in Moses Pendleton's ALICE, inspired by Lewis Carroll's classic Alice in Wonderland. Join this dazzling company on a mind-bending adventure as Alice encounters time-honored characters, including the undulating Caterpillar, a lobster quadrille, frenzied White Rabbits, a mad Queen of Hearts, and a variety of other surprises.",https://shop.joyce.org/8173/8178
56,Momix: Alice,The Joyce Theater,"December 20, 2025",7:30 PM,Acrobatic,Chelsea,Manhattan,$32,"In a swirl of illusion, acrobatics, magic, and whimsy, MOMIX sends audiences flying down the rabbit hole in Moses Pendleton's ALICE, inspired by Lewis Carroll's classic Alice in Wonderland. Join this dazzling company on a mind-bending adventure as Alice encounters time-honored characters, including the undulating Caterpillar, a lobster quadrille, frenzied White Rabbits, a mad Queen of Hearts, and a variety of other surprises.",https://shop.joyce.org/8173/8179
57,Momix: Alice,The Joyce Theater,"December 21, 2025",2:00 PM,Acrobatic,Chelsea,Manhattan,$32,"In a swirl of illusion, acrobatics, magic, and whimsy, MOMIX sends audiences flying down the rabbit hole in Moses Pendleton's ALICE, inspired by Lewis Carroll's classic Alice in Wonderland. Join this dazzling company on a mind-bending adventure as Alice encounters time-honored characters, including the undulating Caterpillar, a lobster quadrille, frenzied White Rabbits, a mad Queen of Hearts, and a variety of other surprises.",https://shop.joyce.org/8173/8180
58,Momix: Alice,The Joyce Theater,"December 21, 2025",7:30 PM,Acrobatic,Chelsea,Manhattan,$32,"In a swirl of illusion, acrobatics, magic, and whimsy, MOMIX sends audiences flying down the rabbit hole in Moses Pendleton's ALICE, inspired by Lewis Carroll's classic Alice in Wonderland. Join this dazzling company on a mind-bending adventure as Alice encounters time-honored characters, including the undulating Caterpillar, a lobster quadrille, frenzied White Rabbits, a mad Queen of Hearts, and a variety of other surprises.",https://shop.joyce.org/8173/8181
59,Momix: Alice,The Joyce Theater,"December 23, 2025",7:30 PM,Acrobatic,Chelsea,Manhattan,$32,"In a swirl of illusion, acrobatics, magic, and whimsy, MOMIX sends audiences flying down the rabbit hole in Moses Pendleton's ALICE, inspired by Lewis Carroll's classic Alice in Wonderland. Join this dazzling company on a mind-bending adventure as Alice encounters time-honored characters, including the undulating Caterpillar, a lobster quadrille, frenzied White Rabbits, a mad Queen of Hearts, and a variety of other surprises.",https://shop.joyce.org/8173/8182
60,Momix: Alice,The Joyce Theater,"December 24, 2025",4:00 PM,Acrobatic,Chelsea,Manhattan,$32,"In a swirl of illusion, acrobatics, magic, and whimsy, MOMIX sends audiences flying down the rabbit hole in Moses Pendleton's ALICE, inspired by Lewis Carroll's classic Alice in Wonderland. Join this dazzling company on a mind-bending adventure as Alice encounters time-honored characters, including the undulating Caterpillar, a lobster quadrille, frenzied White Rabbits, a mad Queen of Hearts, and a variety of other surprises.",https://shop.joyce.org/8173/8183
61,Momix: Alice,The Joyce Theater,"December 26, 2025",7:30 PM,Acrobatic,Chelsea,Manhattan,$32,"In a swirl of illusion, acrobatics, magic, and whimsy, MOMIX sends audiences flying down the rabbit hole in Moses Pendleton's ALICE, inspired by Lewis Carroll's classic Alice in Wonderland. Join this dazzling company on a mind-bending adventure as Alice encounters time-honored characters, including the undulating Caterpillar, a lobster quadrille, frenzied White Rabbits, a mad Queen of Hearts, and a variety of other surprises.",https://shop.joyce.org/8173/8184
62,Momix: Alice,The Joyce Theater,"December 27, 2025",2:00 PM,Acrobatic,Chelsea,Manhattan,$32,"In a swirl of illusion, acrobatics, magic, and whimsy, MOMIX sends audiences flying down the rabbit hole in Moses Pendleton's ALICE, inspired by Lewis Carroll's classic Alice in Wonderland. Join this dazzling company on a mind-bending adventure as Alice encounters time-honored characters, including the undulating Caterpillar, a lobster quadrille, frenzied White Rabbits, a mad Queen of Hearts, and a variety of other surprises.",https://shop.joyce.org/8173/8185
63,Momix: Alice,The Joyce Theater,"December 27, 2025",7:30 PM,Acrobatic,Chelsea,Manhattan,$32,"In a swirl of illusion, acrobatics, magic, and whimsy, MOMIX sends audiences flying down the rabbit hole in Moses Pendleton's ALICE, inspired by Lewis Carroll's classic Alice in Wonderland. Join this dazzling company on a mind-bending adventure as Alice encounters time-honored characters, including the undulating Caterpillar, a lobster quadrille, frenzied White Rabbits, a mad Queen of Hearts, and a variety of other surprises.",https://shop.joyce.org/8173/8186
64,Momix: Alice,The Joyce Theater,"December 28, 2025",2:00 PM,Acrobatic,Chelsea,Manhattan,$32,"In a swirl of illusion, acrobatics, magic, and whimsy, MOMIX sends audiences flying down the rabbit hole in Moses Pendleton's ALICE, inspired by Lewis Carroll's classic Alice in Wonderland. Join this dazzling company on a mind-bending adventure as Alice encounters time-honored characters, including the undulating Caterpillar, a lobster quadrille, frenzied White Rabbits, a mad Queen of Hearts, and a variety of other surprises.",https://shop.joyce.org/8173/8187
65,Momix: Alice,The Joyce Theater,"December 29, 2025",7:30 PM,Acrobatic,Chelsea,Manhattan,$32,"In a swirl of illusion, acrobatics, magic, and whimsy, MOMIX sends audiences flying down the rabbit hole in Moses Pendleton's ALICE, inspired by Lewis Carroll's classic Alice in Wonderland. Join this dazzling company on a mind-bending adventure as Alice encounters time-honored characters, including the undulating Caterpillar, a lobster quadrille, frenzied White Rabbits, a mad Queen of Hearts, and a variety of other surprises.",https://shop.joyce.org/8173/8188
66,Momix: Alice,The Joyce Theater,"December 30, 2025",7:30 PM,Acrobatic,Chelsea,Manhattan,$32,"In a swirl of illusion, acrobatics, magic, and whimsy, MOMIX sends audiences flying down the rabbit hole in Moses Pendleton's ALICE, inspired by Lewis Carroll's classic Alice in Wonderland. Join this dazzling company on a mind-bending adventure as Alice encounters time-honored characters, including the undulating Caterpillar, a lobster quadrille, frenzied White Rabbits, a mad Queen of Hearts, and a variety of other surprises.",https://shop.joyce.org/8173/8189
67,Momix: Alice,The Joyce Theater,"December 31, 2025",4:00 PM,Acrobatic,Chelsea,Manhattan,$32,"In a swirl of illusion, acrobatics, magic, and whimsy, MOMIX sends audiences flying down the rabbit hole in Moses Pendleton's ALICE, inspired by Lewis Carroll's classic Alice in Wonderland. Join this dazzling company on a mind-bending adventure as Alice encounters time-honored characters, including the undulating Caterpillar, a lobster quadrille, frenzied White Rabbits, a mad Queen of Hearts, and a variety of other surprises.",https://shop.joyce.org/8173/8190
68,Momix: Alice,The Joyce Theater,"January 2, 2026",7:30 PM,Acrobatic,Chelsea,Manhattan,$32,"In a swirl of illusion, acrobatics, magic, and whimsy, MOMIX sends audiences flying down the rabbit hole in Moses Pendleton's ALICE, inspired by Lewis Carroll's classic Alice in Wonderland. Join this dazzling company on a mind-bending adventure as Alice encounters time-honored characters, including the undulating Caterpillar, a lobster quadrille, frenzied White Rabbits, a mad Queen of Hearts, and a variety of other surprises.",https://shop.joyce.org/8173/8191
69,Momix: Alice,The Joyce Theater,"January 3, 2026",2:00 PM,Acrobatic,Chelsea,Manhattan,$32,"In a swirl of illusion, acrobatics, magic, and whimsy, MOMIX sends audiences flying down the rabbit hole in Moses Pendleton's ALICE, inspired by Lewis Carroll's classic Alice in Wonderland. Join this dazzling company on a mind-bending adventure as Alice encounters time-honored characters, including the undulating Caterpillar, a lobster quadrille, frenzied White Rabbits, a mad Queen of Hearts, and a variety of other surprises.",https://shop.joyce.org/8173/8192
70,Momix: Alice,The Joyce Theater,"January 3, 2026",7:30 PM,Acrobatic,Chelsea,Manhattan,$32,"In a swirl of illusion, acrobatics, magic, and whimsy, MOMIX sends audiences flying down the rabbit hole in Moses Pendleton's ALICE, inspired by Lewis Carroll's classic Alice in Wonderland. Join this dazzling company on a mind-bending adventure as Alice encounters time-honored characters, including the undulating Caterpillar, a lobster quadrille, frenzied White Rabbits, a mad Queen of Hearts, and a variety of other surprises.",https://shop.joyce.org/8173/8193
71,Momix: Alice,The Joyce Theater,"January 4, 2026",2:00 PM,Acrobatic,Chelsea,Manhattan,$32,"In a swirl of illusion, acrobatics, magic, and whimsy, MOMIX sends audiences flying down the rabbit hole in Moses Pendleton's ALICE, inspired by Lewis Carroll's classic Alice in Wonderland. Join this dazzling company on a mind-bending adventure as Alice encounters time-honored characters, including the undulating Caterpillar, a lobster quadrille, frenzied White Rabbits, a mad Queen of Hearts, and a variety of other surprises.",https://shop.joyce.org/8173/8194
72,Compagnie HervÃ©: KOUBI,The Joyce Theater,"January 6, 2026",7:30 PM,Contemporary,Chelsea,Manhattan,$32,"Back for an encore run, Compagnie HervÃ© KOUBI performs What The Day Owes To The Night, a gravity-defying work blending capoeira, martial arts, and contemporary dance. Inspired by Algerian author Yasmina Khadra's novel, What The Day Owes To The Night traces Koubi's own personal lineage as a French-Algerian choreographer. After learning about his family's Algerian roots, Koubi returned to the country of his ancestors to collaborate with Street Dance performers from across the Mediterranean basin. What emerged is â€œa creation of poetic beautyâ€ (The New York Times), a meditative yet strikingly athletic work about the ties that bind us.",https://shop.joyce.org/8197/8198
73,Compagnie HervÃ©: KOUBI,The Joyce Theater,"January 7, 2026",7:30 PM,Contemporary,Chelsea,Manhattan,$32,"Back for an encore run, Compagnie HervÃ© KOUBI performs What The Day Owes To The Night, a gravity-defying work blending capoeira, martial arts, and contemporary dance. Inspired by Algerian author Yasmina Khadra's novel, What The Day Owes To The Night traces Koubi's own personal lineage as a French-Algerian choreographer. After learning about his family's Algerian roots, Koubi returned to the country of his ancestors to collaborate with Street Dance performers from across the Mediterranean basin. What emerged is â€œa creation of poetic beautyâ€ (The New York Times), a meditative yet strikingly athletic work about the ties that bind us.",https://shop.joyce.org/8197/8199
74,Compagnie HervÃ©: KOUBI,The Joyce Theater,"January 8, 2026",7:30 PM,Contemporary,Chelsea,Manhattan,$32,"Back for an encore run, Compagnie HervÃ© KOUBI performs What The Day Owes To The Night, a gravity-defying work blending capoeira, martial arts, and contemporary dance. Inspired by Algerian author Yasmina Khadra's novel, What The Day Owes To The Night traces Koubi's own personal lineage as a French-Algerian choreographer. After learning about his family's Algerian roots, Koubi returned to the country of his ancestors to collaborate with Street Dance performers from across the Mediterranean basin. What emerged is â€œa creation of poetic beautyâ€ (The New York Times), a meditative yet strikingly athletic work about the ties that bind us.",https://shop.joyce.org/8197/8200
75,Compagnie HervÃ©: KOUBI,The Joyce Theater,"January 9, 2026",7:30 PM,Contemporary,Chelsea,Manhattan,$32,"Back for an encore run, Compagnie HervÃ© KOUBI performs What The Day Owes To The Night, a gravity-defying work blending capoeira, martial arts, and contemporary dance. Inspired by Algerian author Yasmina Khadra's novel, What The Day Owes To The Night traces Koubi's own personal lineage as a French-Algerian choreographer. After learning about his family's Algerian roots, Koubi returned to the country of his ancestors to collaborate with Street Dance performers from across the Mediterranean basin. What emerged is â€œa creation of poetic beautyâ€ (The New York Times), a meditative yet strikingly athletic work about the ties that bind us.",https://shop.joyce.org/8197/8201
76,Compagnie HervÃ©: KOUBI,The Joyce Theater,"January 10, 2026",7:30 PM,Contemporary,Chelsea,Manhattan,$32,"Back for an encore run, Compagnie HervÃ© KOUBI performs What The Day Owes To The Night, a gravity-defying work blending capoeira, martial arts, and contemporary dance. Inspired by Algerian author Yasmina Khadra's novel, What The Day Owes To The Night traces Koubi's own personal lineage as a French-Algerian choreographer. After learning about his family's Algerian roots, Koubi returned to the country of his ancestors to collaborate with Street Dance performers from across the Mediterranean basin. What emerged is â€œa creation of poetic beautyâ€ (The New York Times), a meditative yet strikingly athletic work about the ties that bind us.",https://shop.joyce.org/8197/8202
77,Compagnie HervÃ©: KOUBI,The Joyce Theater,"January 11, 2026",2:00 PM,Contemporary,Chelsea,Manhattan,$32,"Back for an encore run, Compagnie HervÃ© KOUBI performs What The Day Owes To The Night, a gravity-defying work blending capoeira, martial arts, and contemporary dance. Inspired by Algerian author Yasmina Khadra's novel, What The Day Owes To The Night traces Koubi's own personal lineage as a French-Algerian choreographer. After learning about his family's Algerian roots, Koubi returned to the country of his ancestors to collaborate with Street Dance performers from across the Mediterranean basin. What emerged is â€œa creation of poetic beautyâ€ (The New York Times), a meditative yet strikingly athletic work about the ties that bind us.",https://shop.joyce.org/8197/8203
78,Age of Content,BAM Brooklyn Academy of Music,"February 20, 2026",7:30 PM,Modern,Fort Greene,Brooklyn,$36,"As hyperrealistic avatars and endless streams of images flood our screens, the line between our physical bodies and virtual selves has begun to blur. In Age of Content, the French multidisciplinary collective (LA)HORDE and Ballet national de Marseille explore how identity is fractured in the digital age, asking what remains singular about the living, breathing body.

Harnessing the kinetic immediacy of live performance, Age of Content hurtles audiences through the digital landscapes that saturate our screensâ€”from viral TikTok dances to Grand Theft Autoâ€”in a stunning, high-velocity dance work for our chronically online age.",https://tickets.bam.org/SmartSeatReserve/?performanceNumber=50831
79,Age of Content,BAM Brooklyn Academy of Music,"February 21, 2026",7:30 PM,Modern,Fort Greene,Brooklyn,$36,"As hyperrealistic avatars and endless streams of images flood our screens, the line between our physical bodies and virtual selves has begun to blur. In Age of Content, the French multidisciplinary collective (LA)HORDE and Ballet national de Marseille explore how identity is fractured in the digital age, asking what remains singular about the living, breathing body.

Harnessing the kinetic immediacy of live performance, Age of Content hurtles audiences through the digital landscapes that saturate our screensâ€”from viral TikTok dances to Grand Theft Autoâ€”in a stunning, high-velocity dance work for our chronically online age.",https://tickets.bam.org/SmartSeatReserve/?performanceNumber=50832
80,Age of Content,BAM Brooklyn Academy of Music,"February 22, 2026",3:00 PM,Modern,Fort Greene,Brooklyn,$36,"As hyperrealistic avatars and endless streams of images flood our screens, the line between our physical bodies and virtual selves has begun to blur. In Age of Content, the French multidisciplinary collective (LA)HORDE and Ballet national de Marseille explore how identity is fractured in the digital age, asking what remains singular about the living, breathing body.

Harnessing the kinetic immediacy of live performance, Age of Content hurtles audiences through the digital landscapes that saturate our screensâ€”from viral TikTok dances to Grand Theft Autoâ€”in a stunning, high-velocity dance work for our chronically online age.",https://tickets.bam.org/SmartSeatReserve/?performanceNumber=50833
81,Trisha Brown Dance Company,BAM Brooklyn Academy of Music,"February 26, 2026",7:30 PM,Avant Garde,Fort Greene,Brooklyn,$46,"Fifty years after its BAM debut, the Trisha Brown Dance Company returns to the opera house to honor the centennial of one of its most influential collaborators: Robert Rauschenberg, the visionary artist behind the stage designs for Set & Resetâ€”Brown's watershed work from the inaugural Next Wave Festival in 1983.",https://tickets.bam.org/reserve/index.aspx?performanceNumber=50819
82,Trisha Brown Dance Company,BAM Brooklyn Academy of Music,"February 27, 2026",7:30 PM,Avant Garde,Fort Greene,Brooklyn,$46,"Fifty years after its BAM debut, the Trisha Brown Dance Company returns to the opera house to honor the centennial of one of its most influential collaborators: Robert Rauschenberg, the visionary artist behind the stage designs for Set & Resetâ€”Brown's watershed work from the inaugural Next Wave Festival in 1983.",https://tickets.bam.org/reserve/index.aspx?performanceNumber=50822
83,Trisha Brown Dance Company,BAM Brooklyn Academy of Music,"February 28, 2026",7:30 PM,Avant Garde,Fort Greene,Brooklyn,$46,"Fifty years after its BAM debut, the Trisha Brown Dance Company returns to the opera house to honor the centennial of one of its most influential collaborators: Robert Rauschenberg, the visionary artist behind the stage designs for Set & Resetâ€”Brown's watershed work from the inaugural Next Wave Festival in 1983.",https://tickets.bam.org/reserve/index.aspx?performanceNumber=50824
84,Alvin Ailey American Dance Theater,BAM Brooklyn Academy of Music,"June 4, 2026",7:30 PM,Modern,Fort Greene,Brooklyn,$35,"This season, experience the brilliance of Ailey's timeless masterpieces alongside bold new works that carry his legacy into the future. Under the leadership of new Artistic Director Alicia Graf Mack and Associate Artistic Director Matthew Rushing, the company's fourth consecutive BAM season promises to be a celebration of joy, beauty, and the transformative power of dance.",https://tickets.bam.org/reserve/index.aspx?performanceNumber=50799
85,Alvin Ailey American Dance Theater,BAM Brooklyn Academy of Music,"June 5, 2026",7:30 PM,Modern,Fort Greene,Brooklyn,$35,"This season, experience the brilliance of Ailey's timeless masterpieces alongside bold new works that carry his legacy into the future. Under the leadership of new Artistic Director Alicia Graf Mack and Associate Artistic Director Matthew Rushing, the company's fourth consecutive BAM season promises to be a celebration of joy, beauty, and the transformative power of dance.",https://tickets.bam.org/reserve/index.aspx?performanceNumber=50800
86,Alvin Ailey American Dance Theater,BAM Brooklyn Academy of Music,"June 6, 2026",7:30 PM,Modern,Fort Greene,Brooklyn,$35,"This season, experience the brilliance of Ailey's timeless masterpieces alongside bold new works that carry his legacy into the future. Under the leadership of new Artistic Director Alicia Graf Mack and Associate Artistic Director Matthew Rushing, the company's fourth consecutive BAM season promises to be a celebration of joy, beauty, and the transformative power of dance.",https://tickets.bam.org/reserve/index.aspx?performanceNumber=50801
87,Alvin Ailey American Dance Theater,BAM Brooklyn Academy of Music,"June 7, 2026",3:00 PM,Modern,Fort Greene,Brooklyn,$35,"This season, experience the brilliance of Ailey's timeless masterpieces alongside bold new works that carry his legacy into the future. Under the leadership of new Artistic Director Alicia Graf Mack and Associate Artistic Director Matthew Rushing, the company's fourth consecutive BAM season promises to be a celebration of joy, beauty, and the transformative power of dance.",https://tickets.bam.org/reserve/index.aspx?performanceNumber=50802
